2600.00,0.0083
2599.00,0.0082
2598.00,0.0082
2597.00,0.0082
2596.00,0.0082
2595.00,0.0082
2594.00,0.0082
2593.00,0.0082
2592.00,0.0082
2591.00,0.0082
2590.00,0.0082
2589.00,0.0082
2588.00,0.0082
2587.00,0.0081
2586.00,0.0081
2585.00,0.0081
2584.00,0.0081
2583.00,0.0081
2582.00,0.0081
2581.00,0.0081
2580.00,0.0081
2579.00,0.0081
2578.00,0.0081
2577.00,0.0080
2576.00,0.0080
2575.00,0.0080
2574.00,0.0080
2573.00,0.0080
2572.00,0.0080
2571.00,0.0080
2570.00,0.0080
2569.00,0.0080
2568.00,0.0079
2567.00,0.0079
2566.00,0.0079
2565.00,0.0079
2564.00,0.0079
2563.00,0.0079
2562.00,0.0080
2561.00,0.0079
2560.00,0.0079
2559.00,0.0079
2558.00,0.0079
2557.00,0.0079
2556.00,0.0079
2555.00,0.0079
2554.00,0.0079
2553.00,0.0078
2552.00,0.0078
2551.00,0.0078
2550.00,0.0078
2549.00,0.0079
2548.00,0.0078
2547.00,0.0078
2546.00,0.0078
2545.00,0.0078
2544.00,0.0078
2543.00,0.0078
2542.00,0.0078
2541.00,0.0078
2540.00,0.0078
2539.00,0.0077
2538.00,0.0077
2537.00,0.0077
2536.00,0.0077
2535.00,0.0077
2534.00,0.0077
2533.00,0.0077
2532.00,0.0077
2531.00,0.0077
2530.00,0.0077
2529.00,0.0077
2528.00,0.0077
2527.00,0.0077
2526.00,0.0077
2525.00,0.0077
2524.00,0.0077
2523.00,0.0077
2522.00,0.0077
2521.00,0.0077
2520.00,0.0077
2519.00,0.0077
2518.00,0.0077
2517.00,0.0077
2516.00,0.0077
2515.00,0.0077
2514.00,0.0077
2513.00,0.0077
2512.00,0.0077
2511.00,0.0077
2510.00,0.0077
2509.00,0.0076
2508.00,0.0076
2507.00,0.0077
2506.00,0.0077
2505.00,0.0077
2504.00,0.0077
2503.00,0.0076
2502.00,0.0076
2501.00,0.0076
2500.00,0.0076
2499.00,0.0076
2498.00,0.0076
2497.00,0.0076
2496.00,0.0076
2495.00,0.0076
2494.00,0.0076
2493.00,0.0076
2492.00,0.0076
2491.00,0.0076
2490.00,0.0076
2489.00,0.0076
2488.00,0.0076
2487.00,0.0076
2486.00,0.0076
2485.00,0.0076
2484.00,0.0076
2483.00,0.0076
2482.00,0.0076
2481.00,0.0076
2480.00,0.0076
2479.00,0.0076
2478.00,0.0075
2477.00,0.0075
2476.00,0.0075
2475.00,0.0076
2474.00,0.0076
2473.00,0.0076
2472.00,0.0076
2471.00,0.0076
2470.00,0.0076
2469.00,0.0076
2468.00,0.0076
2467.00,0.0075
2466.00,0.0075
2465.00,0.0075
2464.00,0.0075
2463.00,0.0075
2462.00,0.0075
2461.00,0.0075
2460.00,0.0075
2459.00,0.0075
2458.00,0.0075
2457.00,0.0074
2456.00,0.0074
2455.00,0.0075
2454.00,0.0075
2453.00,0.0075
2452.00,0.0075
2451.00,0.0075
2450.00,0.0075
2449.00,0.0075
2448.00,0.0075
2447.00,0.0075
2446.00,0.0075
2445.00,0.0075
2444.00,0.0075
2443.00,0.0075
2442.00,0.0075
2441.00,0.0075
2440.00,0.0075
2439.00,0.0075
2438.00,0.0075
2437.00,0.0075
2436.00,0.0074
2435.00,0.0074
2434.00,0.0074
2433.00,0.0074
2432.00,0.0075
2431.00,0.0075
2430.00,0.0075
2429.00,0.0075
2428.00,0.0074
2427.00,0.0074
2426.00,0.0074
2425.00,0.0074
2424.00,0.0074
2423.00,0.0074
2422.00,0.0074
2421.00,0.0074
2420.00,0.0073
2419.00,0.0073
2418.00,0.0073
2417.00,0.0073
2416.00,0.0073
2415.00,0.0073
2414.00,0.0073
2413.00,0.0072
2412.00,0.0072
2411.00,0.0072
2410.00,0.0072
2409.00,0.0073
2408.00,0.0073
2407.00,0.0074
2406.00,0.0074
2405.00,0.0074
2404.00,0.0074
2403.00,0.0073
2402.00,0.0073
2401.00,0.0073
2400.00,0.0073
2399.00,0.0073
2398.00,0.0073
2397.00,0.0073
2396.00,0.0073
2395.00,0.0073
2394.00,0.0073
2393.00,0.0073
2392.00,0.0073
2391.00,0.0073
2390.00,0.0073
2389.00,0.0073
2388.00,0.0073
2387.00,0.0073
2386.00,0.0073
2385.00,0.0073
2384.00,0.0073
2383.00,0.0073
2382.00,0.0072
2381.00,0.0072
2380.00,0.0072
2379.00,0.0072
2378.00,0.0072
2377.00,0.0072
2376.00,0.0072
2375.00,0.0072
2374.00,0.0073
2373.00,0.0073
2372.00,0.0073
2371.00,0.0073
2370.00,0.0073
2369.00,0.0073
2368.00,0.0072
2367.00,0.0072
2366.00,0.0072
2365.00,0.0072
2364.00,0.0073
2363.00,0.0073
2362.00,0.0073
2361.00,0.0073
2360.00,0.0073
2359.00,0.0073
2358.00,0.0072
2357.00,0.0072
2356.00,0.0072
2355.00,0.0073
2354.00,0.0073
2353.00,0.0073
2352.00,0.0073
2351.00,0.0072
2350.00,0.0072
2349.00,0.0072
2348.00,0.0073
2347.00,0.0073
2346.00,0.0073
2345.00,0.0073
2344.00,0.0073
2343.00,0.0073
2342.00,0.0073
2341.00,0.0073
2340.00,0.0073
2339.00,0.0073
2338.00,0.0073
2337.00,0.0073
2336.00,0.0073
2335.00,0.0073
2334.00,0.0072
2333.00,0.0072
2332.00,0.0072
2331.00,0.0072
2330.00,0.0072
2329.00,0.0073
2328.00,0.0073
2327.00,0.0073
2326.00,0.0073
2325.00,0.0073
2324.00,0.0073
2323.00,0.0073
2322.00,0.0073
2321.00,0.0073
2320.00,0.0073
2319.00,0.0073
2318.00,0.0073
2317.00,0.0073
2316.00,0.0073
2315.00,0.0072
2314.00,0.0072
2313.00,0.0072
2312.00,0.0072
2311.00,0.0072
2310.00,0.0072
2309.00,0.0072
2308.00,0.0072
2307.00,0.0072
2306.00,0.0072
2305.00,0.0072
2304.00,0.0072
2303.00,0.0072
2302.00,0.0072
2301.00,0.0072
2300.00,0.0072
2299.00,0.0071
2298.00,0.0071
2297.00,0.0071
2296.00,0.0072
2295.00,0.0072
2294.00,0.0072
2293.00,0.0072
2292.00,0.0071
2291.00,0.0071
2290.00,0.0071
2289.00,0.0071
2288.00,0.0071
2287.00,0.0071
2286.00,0.0071
2285.00,0.0070
2284.00,0.0070
2283.00,0.0069
2282.00,0.0069
2281.00,0.0069
2280.00,0.0069
2279.00,0.0069
2278.00,0.0069
2277.00,0.0069
2276.00,0.0069
2275.00,0.0069
2274.00,0.0069
2273.00,0.0069
2272.00,0.0070
2271.00,0.0070
2270.00,0.0070
2269.00,0.0070
2268.00,0.0070
2267.00,0.0070
2266.00,0.0069
2265.00,0.0069
2264.00,0.0069
2263.00,0.0069
2262.00,0.0069
2261.00,0.0069
2260.00,0.0069
2259.00,0.0069
2258.00,0.0069
2257.00,0.0069
2256.00,0.0069
2255.00,0.0069
2254.00,0.0069
2253.00,0.0069
2252.00,0.0069
2251.00,0.0069
2250.00,0.0069
2249.00,0.0069
2248.00,0.0069
2247.00,0.0069
2246.00,0.0069
2245.00,0.0068
2244.00,0.0068
2243.00,0.0068
2242.00,0.0067
2241.00,0.0068
2240.00,0.0069
2239.00,0.0069
2238.00,0.0069
2237.00,0.0069
2236.00,0.0069
2235.00,0.0069
2234.00,0.0068
2233.00,0.0068
2232.00,0.0067
2231.00,0.0067
2230.00,0.0067
2229.00,0.0068
2228.00,0.0068
2227.00,0.0068
2226.00,0.0068
2225.00,0.0068
2224.00,0.0068
2223.00,0.0067
2222.00,0.0066
2221.00,0.0066
2220.00,0.0066
2219.00,0.0066
2218.00,0.0066
2217.00,0.0067
2216.00,0.0067
2215.00,0.0067
2214.00,0.0066
2213.00,0.0066
2212.00,0.0066
2211.00,0.0066
2210.00,0.0067
2209.00,0.0067
2208.00,0.0067
2207.00,0.0067
2206.00,0.0067
2205.00,0.0067
2204.00,0.0068
2203.00,0.0068
2202.00,0.0067
2201.00,0.0067
2200.00,0.0066
2199.00,0.0065
2198.00,0.0066
2197.00,0.0066
2196.00,0.0067
2195.00,0.0067
2194.00,0.0066
2193.00,0.0065
2192.00,0.0065
2191.00,0.0065
2190.00,0.0065
2189.00,0.0065
2188.00,0.0065
2187.00,0.0065
2186.00,0.0065
2185.00,0.0065
2184.00,0.0064
2183.00,0.0063
2182.00,0.0063
2181.00,0.0064
2180.00,0.0065
2179.00,0.0065
2178.00,0.0066
2177.00,0.0066
2176.00,0.0065
2175.00,0.0064
2174.00,0.0064
2173.00,0.0064
2172.00,0.0065
2171.00,0.0065
2170.00,0.0066
2169.00,0.0066
2168.00,0.0065
2167.00,0.0065
2166.00,0.0065
2165.00,0.0066
2164.00,0.0066
2163.00,0.0066
2162.00,0.0066
2161.00,0.0066
2160.00,0.0065
2159.00,0.0063
2158.00,0.0062
2157.00,0.0062
2156.00,0.0063
2155.00,0.0064
2154.00,0.0065
2153.00,0.0065
2152.00,0.0065
2151.00,0.0065
2150.00,0.0064
2149.00,0.0064
2148.00,0.0063
2147.00,0.0063
2146.00,0.0063
2145.00,0.0063
2144.00,0.0064
2143.00,0.0065
2142.00,0.0065
2141.00,0.0066
2140.00,0.0067
2139.00,0.0067
2138.00,0.0067
2137.00,0.0066
2136.00,0.0065
2135.00,0.0065
2134.00,0.0064
2133.00,0.0064
2132.00,0.0063
2131.00,0.0063
2130.00,0.0063
2129.00,0.0064
2128.00,0.0064
2127.00,0.0064
2126.00,0.0064
2125.00,0.0064
2124.00,0.0065
2123.00,0.0065
2122.00,0.0065
2121.00,0.0065
2120.00,0.0065
2119.00,0.0065
2118.00,0.0065
2117.00,0.0065
2116.00,0.0066
2115.00,0.0066
2114.00,0.0065
2113.00,0.0066
2112.00,0.0066
2111.00,0.0066
2110.00,0.0066
2109.00,0.0066
2108.00,0.0065
2107.00,0.0065
2106.00,0.0065
2105.00,0.0065
2104.00,0.0065
2103.00,0.0066
2102.00,0.0066
2101.00,0.0066
2100.00,0.0065
2099.00,0.0065
2098.00,0.0064
2097.00,0.0063
2096.00,0.0063
2095.00,0.0063
2094.00,0.0063
2093.00,0.0064
2092.00,0.0064
2091.00,0.0064
2090.00,0.0063
2089.00,0.0062
2088.00,0.0062
2087.00,0.0063
2086.00,0.0063
2085.00,0.0064
2084.00,0.0064
2083.00,0.0064
2082.00,0.0064
2081.00,0.0064
2080.00,0.0064
2079.00,0.0064
2078.00,0.0064
2077.00,0.0063
2076.00,0.0063
2075.00,0.0063
2074.00,0.0063
2073.00,0.0063
2072.00,0.0063
2071.00,0.0063
2070.00,0.0063
2069.00,0.0063
2068.00,0.0063
2067.00,0.0064
2066.00,0.0064
2065.00,0.0064
2064.00,0.0063
2063.00,0.0063
2062.00,0.0062
2061.00,0.0062
2060.00,0.0061
2059.00,0.0061
2058.00,0.0061
2057.00,0.0061
2056.00,0.0061
2055.00,0.0061
2054.00,0.0061
2053.00,0.0061
2052.00,0.0061
2051.00,0.0062
2050.00,0.0062
2049.00,0.0061
2048.00,0.0060
2047.00,0.0059
2046.00,0.0059
2045.00,0.0059
2044.00,0.0059
2043.00,0.0060
2042.00,0.0060
2041.00,0.0060
2040.00,0.0060
2039.00,0.0060
2038.00,0.0059
2037.00,0.0059
2036.00,0.0059
2035.00,0.0059
2034.00,0.0059
2033.00,0.0058
2032.00,0.0057
2031.00,0.0055
2030.00,0.0054
2029.00,0.0055
2028.00,0.0056
2027.00,0.0057
2026.00,0.0058
2025.00,0.0059
2024.00,0.0059
2023.00,0.0060
2022.00,0.0060
2021.00,0.0059
2020.00,0.0059
2019.00,0.0059
2018.00,0.0059
2017.00,0.0059
2016.00,0.0059
2015.00,0.0059
2014.00,0.0058
2013.00,0.0058
2012.00,0.0058
2011.00,0.0058
2010.00,0.0059
2009.00,0.0059
2008.00,0.0059
2007.00,0.0058
2006.00,0.0059
2005.00,0.0059
2004.00,0.0059
2003.00,0.0058
2002.00,0.0058
2001.00,0.0058
2000.00,0.0059
1999.00,0.0060
1998.00,0.0060
1997.00,0.0060
1996.00,0.0060
1995.00,0.0059
1994.00,0.0059
1993.00,0.0058
1992.00,0.0058
1991.00,0.0058
1990.00,0.0057
1989.00,0.0057
1988.00,0.0057
1987.00,0.0057
1986.00,0.0057
1985.00,0.0057
1984.00,0.0058
1983.00,0.0058
1982.00,0.0057
1981.00,0.0057
1980.00,0.0057
1979.00,0.0056
1978.00,0.0056
1977.00,0.0056
1976.00,0.0056
1975.00,0.0056
1974.00,0.0056
1973.00,0.0057
1972.00,0.0057
1971.00,0.0057
1970.00,0.0056
1969.00,0.0056
1968.00,0.0056
1967.00,0.0056
1966.00,0.0055
1965.00,0.0055
1964.00,0.0055
1963.00,0.0056
1962.00,0.0056
1961.00,0.0056
1960.00,0.0057
1959.00,0.0057
1958.00,0.0057
1957.00,0.0057
1956.00,0.0058
1955.00,0.0058
1954.00,0.0057
1953.00,0.0056
1952.00,0.0056
1951.00,0.0055
1950.00,0.0055
1949.00,0.0055
1948.00,0.0056
1947.00,0.0056
1946.00,0.0056
1945.00,0.0055
1944.00,0.0055
1943.00,0.0055
1942.00,0.0054
1941.00,0.0054
1940.00,0.0054
1939.00,0.0054
1938.00,0.0054
1937.00,0.0054
1936.00,0.0055
1935.00,0.0055
1934.00,0.0055
1933.00,0.0055
1932.00,0.0055
1931.00,0.0054
1930.00,0.0054
1929.00,0.0054
1928.00,0.0054
1927.00,0.0054
1926.00,0.0055
1925.00,0.0055
1924.00,0.0055
1923.00,0.0055
1922.00,0.0055
1921.00,0.0054
1920.00,0.0054
1919.00,0.0054
1918.00,0.0054
1917.00,0.0054
1916.00,0.0055
1915.00,0.0055
1914.00,0.0055
1913.00,0.0055
1912.00,0.0054
1911.00,0.0054
1910.00,0.0054
1909.00,0.0054
1908.00,0.0055
1907.00,0.0054
1906.00,0.0054
1905.00,0.0054
1904.00,0.0054
1903.00,0.0054
1902.00,0.0054
1901.00,0.0054
1900.00,0.0054
1899.00,0.0054
1898.00,0.0054
1897.00,0.0054
1896.00,0.0054
1895.00,0.0054
1894.00,0.0054
1893.00,0.0053
1892.00,0.0053
1891.00,0.0053
1890.00,0.0053
1889.00,0.0053
1888.00,0.0053
1887.00,0.0054
1886.00,0.0054
1885.00,0.0054
1884.00,0.0054
1883.00,0.0053
1882.00,0.0053
1881.00,0.0053
1880.00,0.0053
1879.00,0.0053
1878.00,0.0053
1877.00,0.0053
1876.00,0.0053
1875.00,0.0053
1874.00,0.0052
1873.00,0.0052
1872.00,0.0052
1871.00,0.0051
1870.00,0.0051
1869.00,0.0051
1868.00,0.0052
1867.00,0.0052
1866.00,0.0051
1865.00,0.0051
1864.00,0.0051
1863.00,0.0051
1862.00,0.0051
1861.00,0.0051
1860.00,0.0051
1859.00,0.0051
1858.00,0.0051
1857.00,0.0051
1856.00,0.0051
1855.00,0.0051
1854.00,0.0051
1853.00,0.0051
1852.00,0.0050
1851.00,0.0050
1850.00,0.0050
1849.00,0.0050
1848.00,0.0050
1847.00,0.0050
1846.00,0.0049
1845.00,0.0049
1844.00,0.0050
1843.00,0.0050
1842.00,0.0050
1841.00,0.0050
1840.00,0.0050
1839.00,0.0050
1838.00,0.0049
1837.00,0.0050
1836.00,0.0050
1835.00,0.0050
1834.00,0.0049
1833.00,0.0049
1832.00,0.0049
1831.00,0.0049
1830.00,0.0049
1829.00,0.0049
1828.00,0.0049
1827.00,0.0049
1826.00,0.0048
1825.00,0.0048
1824.00,0.0048
1823.00,0.0048
1822.00,0.0048
1821.00,0.0048
1820.00,0.0048
1819.00,0.0048
1818.00,0.0047
1817.00,0.0047
1816.00,0.0047
1815.00,0.0047
1814.00,0.0047
1813.00,0.0047
1812.00,0.0047
1811.00,0.0047
1810.00,0.0047
1809.00,0.0047
1808.00,0.0047
1807.00,0.0047
1806.00,0.0047
1805.00,0.0047
1804.00,0.0047
1803.00,0.0047
1802.00,0.0046
1801.00,0.0046
1800.00,0.0046
1799.00,0.0047
1798.00,0.0047
1797.00,0.0047
1796.00,0.0047
1795.00,0.0046
1794.00,0.0046
1793.00,0.0046
1792.00,0.0046
1791.00,0.0046
1790.00,0.0046
1789.00,0.0046
1788.00,0.0046
1787.00,0.0046
1786.00,0.0046
1785.00,0.0046
1784.00,0.0046
1783.00,0.0046
1782.00,0.0046
1781.00,0.0046
1780.00,0.0045
1779.00,0.0045
1778.00,0.0045
1777.00,0.0045
1776.00,0.0045
1775.00,0.0045
1774.00,0.0044
1773.00,0.0044
1772.00,0.0044
1771.00,0.0044
1770.00,0.0044
1769.00,0.0044
1768.00,0.0044
1767.00,0.0044
1766.00,0.0044
1765.00,0.0044
1764.00,0.0044
1763.00,0.0044
1762.00,0.0044
1761.00,0.0044
1760.00,0.0044
1759.00,0.0044
1758.00,0.0044
1757.00,0.0044
1756.00,0.0044
1755.00,0.0044
1754.00,0.0044
1753.00,0.0045
1752.00,0.0045
1751.00,0.0045
1750.00,0.0045
1749.00,0.0045
1748.00,0.0046
1747.00,0.0046
1746.00,0.0046
1745.00,0.0046
1744.00,0.0046
1743.00,0.0045
1742.00,0.0045
1741.00,0.0045
1740.00,0.0045
1739.00,0.0045
1738.00,0.0045
1737.00,0.0045
1736.00,0.0045
1735.00,0.0045
1734.00,0.0045
1733.00,0.0045
1732.00,0.0045
1731.00,0.0046
1730.00,0.0046
1729.00,0.0046
1728.00,0.0046
1727.00,0.0047
1726.00,0.0047
1725.00,0.0047
1724.00,0.0048
1723.00,0.0049
1722.00,0.0049
1721.00,0.0049
1720.00,0.0051
1719.00,0.0052
1718.00,0.0054
1717.00,0.0055
1716.00,0.0057
1715.00,0.0059
1714.00,0.0062
1713.00,0.0065
1712.00,0.0069
1711.00,0.0074
1710.00,0.0078
1709.00,0.0084
1708.00,0.0090
1707.00,0.0098
1706.00,0.0107
1705.00,0.0118
1704.00,0.0128
1703.00,0.0138
1702.00,0.0149
1701.00,0.0162
1700.00,0.0175
1699.00,0.0185
1698.00,0.0191
1697.00,0.0195
1696.00,0.0198
1695.00,0.0200
1694.00,0.0201
1693.00,0.0203
1692.00,0.0204
1691.00,0.0206
1690.00,0.0209
1689.00,0.0212
1688.00,0.0215
1687.00,0.0218
1686.00,0.0221
1685.00,0.0226
1684.00,0.0232
1683.00,0.0237
1682.00,0.0242
1681.00,0.0247
1680.00,0.0253
1679.00,0.0258
1678.00,0.0263
1677.00,0.0268
1676.00,0.0275
1675.00,0.0283
1674.00,0.0290
1673.00,0.0296
1672.00,0.0302
1671.00,0.0309
1670.00,0.0317
1669.00,0.0324
1668.00,0.0332
1667.00,0.0338
1666.00,0.0344
1665.00,0.0350
1664.00,0.0357
1663.00,0.0365
1662.00,0.0373
1661.00,0.0381
1660.00,0.0388
1659.00,0.0395
1658.00,0.0401
1657.00,0.0407
1656.00,0.0413
1655.00,0.0420
1654.00,0.0429
1653.00,0.0441
1652.00,0.0451
1651.00,0.0457
1650.00,0.0462
1649.00,0.0468
1648.00,0.0477
1647.00,0.0488
1646.00,0.0498
1645.00,0.0508
1644.00,0.0518
1643.00,0.0527
1642.00,0.0537
1641.00,0.0547
1640.00,0.0558
1639.00,0.0568
1638.00,0.0578
1637.00,0.0590
1636.00,0.0605
1635.00,0.0619
1634.00,0.0632
1633.00,0.0642
1632.00,0.0651
1631.00,0.0660
1630.00,0.0669
1629.00,0.0677
1628.00,0.0684
1627.00,0.0690
1626.00,0.0693
1625.00,0.0694
1624.00,0.0694
1623.00,0.0692
1622.00,0.0688
1621.00,0.0681
1620.00,0.0673
1619.00,0.0663
1618.00,0.0653
1617.00,0.0641
1616.00,0.0630
1615.00,0.0619
1614.00,0.0609
1613.00,0.0598
1612.00,0.0587
1611.00,0.0575
1610.00,0.0562
1609.00,0.0548
1608.00,0.0533
1607.00,0.0518
1606.00,0.0504
1605.00,0.0490
1604.00,0.0476
1603.00,0.0464
1602.00,0.0452
1601.00,0.0442
1600.00,0.0433
1599.00,0.0424
1598.00,0.0417
1597.00,0.0410
1596.00,0.0403
1595.00,0.0397
1594.00,0.0390
1593.00,0.0384
1592.00,0.0378
1591.00,0.0372
1590.00,0.0366
1589.00,0.0361
1588.00,0.0356
1587.00,0.0352
1586.00,0.0349
1585.00,0.0346
1584.00,0.0343
1583.00,0.0341
1582.00,0.0339
1581.00,0.0338
1580.00,0.0337
1579.00,0.0336
1578.00,0.0336
1577.00,0.0337
1576.00,0.0338
1575.00,0.0340
1574.00,0.0341
1573.00,0.0342
1572.00,0.0344
1571.00,0.0347
1570.00,0.0351
1569.00,0.0356
1568.00,0.0361
1567.00,0.0366
1566.00,0.0371
1565.00,0.0377
1564.00,0.0383
1563.00,0.0388
1562.00,0.0393
1561.00,0.0398
1560.00,0.0406
1559.00,0.0416
1558.00,0.0425
1557.00,0.0431
1556.00,0.0436
1555.00,0.0442
1554.00,0.0449
1553.00,0.0455
1552.00,0.0461
1551.00,0.0467
1550.00,0.0473
1549.00,0.0479
1548.00,0.0485
1547.00,0.0490
1546.00,0.0496
1545.00,0.0502
1544.00,0.0508
1543.00,0.0513
1542.00,0.0520
1541.00,0.0527
1540.00,0.0536
1539.00,0.0544
1538.00,0.0550
1537.00,0.0555
1536.00,0.0559
1535.00,0.0565
1534.00,0.0572
1533.00,0.0580
1532.00,0.0586
1531.00,0.0592
1530.00,0.0597
1529.00,0.0603
1528.00,0.0608
1527.00,0.0614
1526.00,0.0619
1525.00,0.0624
1524.00,0.0628
1523.00,0.0633
1522.00,0.0641
1521.00,0.0649
1520.00,0.0656
1519.00,0.0662
1518.00,0.0670
1517.00,0.0678
1516.00,0.0685
1515.00,0.0689
1514.00,0.0692
1513.00,0.0692
1512.00,0.0691
1511.00,0.0689
1510.00,0.0685
1509.00,0.0680
1508.00,0.0675
1507.00,0.0669
1506.00,0.0663
1505.00,0.0655
1504.00,0.0647
1503.00,0.0639
1502.00,0.0631
1501.00,0.0622
1500.00,0.0613
1499.00,0.0604
1498.00,0.0595
1497.00,0.0586
1496.00,0.0575
1495.00,0.0564
1494.00,0.0554
1493.00,0.0544
1492.00,0.0534
1491.00,0.0523
1490.00,0.0513
1489.00,0.0503
1488.00,0.0493
1487.00,0.0483
1486.00,0.0474
1485.00,0.0465
1484.00,0.0456
1483.00,0.0448
1482.00,0.0441
1481.00,0.0433
1480.00,0.0426
1479.00,0.0420
1478.00,0.0414
1477.00,0.0408
1476.00,0.0403
1475.00,0.0398
1474.00,0.0394
1473.00,0.0390
1472.00,0.0386
1471.00,0.0383
1470.00,0.0380
1469.00,0.0377
1468.00,0.0375
1467.00,0.0373
1466.00,0.0372
1465.00,0.0372
1464.00,0.0373
1463.00,0.0375
1462.00,0.0377
1461.00,0.0380
1460.00,0.0385
1459.00,0.0391
1458.00,0.0398
1457.00,0.0407
1456.00,0.0414
1455.00,0.0419
1454.00,0.0422
1453.00,0.0426
1452.00,0.0431
1451.00,0.0435
1450.00,0.0441
1449.00,0.0447
1448.00,0.0454
1447.00,0.0460
1446.00,0.0464
1445.00,0.0465
1444.00,0.0465
1443.00,0.0462
1442.00,0.0458
1441.00,0.0452
1440.00,0.0446
1439.00,0.0439
1438.00,0.0432
1437.00,0.0425
1436.00,0.0418
1435.00,0.0411
1434.00,0.0405
1433.00,0.0399
1432.00,0.0393
1431.00,0.0387
1430.00,0.0382
1429.00,0.0378
1428.00,0.0374
1427.00,0.0371
1426.00,0.0369
1425.00,0.0367
1424.00,0.0366
1423.00,0.0365
1422.00,0.0364
1421.00,0.0364
1420.00,0.0365
1419.00,0.0367
1418.00,0.0368
1417.00,0.0369
1416.00,0.0370
1415.00,0.0372
1414.00,0.0373
1413.00,0.0375
1412.00,0.0377
1411.00,0.0379
1410.00,0.0381
1409.00,0.0383
1408.00,0.0385
1407.00,0.0387
1406.00,0.0389
1405.00,0.0391
1404.00,0.0392
1403.00,0.0392
1402.00,0.0392
1401.00,0.0392
1400.00,0.0393
1399.00,0.0393
1398.00,0.0393
1397.00,0.0393
1396.00,0.0393
1395.00,0.0394
1394.00,0.0394
1393.00,0.0395
1392.00,0.0395
1391.00,0.0395
1390.00,0.0395
1389.00,0.0395
1388.00,0.0395
1387.00,0.0395
1386.00,0.0394
1385.00,0.0393
1384.00,0.0391
1383.00,0.0390
1382.00,0.0389
1381.00,0.0388
1380.00,0.0387
1379.00,0.0386
1378.00,0.0386
1377.00,0.0387
1376.00,0.0389
1375.00,0.0392
1374.00,0.0396
1373.00,0.0400
1372.00,0.0403
1371.00,0.0405
1370.00,0.0404
1369.00,0.0401
1368.00,0.0396
1367.00,0.0391
1366.00,0.0385
1365.00,0.0381
1364.00,0.0377
1363.00,0.0374
1362.00,0.0370
1361.00,0.0367
1360.00,0.0363
1359.00,0.0360
1358.00,0.0356
1357.00,0.0353
1356.00,0.0349
1355.00,0.0346
1354.00,0.0343
1353.00,0.0341
1352.00,0.0339
1351.00,0.0337
1350.00,0.0335
1349.00,0.0334
1348.00,0.0333
1347.00,0.0332
1346.00,0.0332
1345.00,0.0331
1344.00,0.0331
1343.00,0.0331
1342.00,0.0331
1341.00,0.0331
1340.00,0.0332
1339.00,0.0332
1338.00,0.0332
1337.00,0.0331
1336.00,0.0331
1335.00,0.0330
1334.00,0.0329
1333.00,0.0328
1332.00,0.0327
1331.00,0.0326
1330.00,0.0325
1329.00,0.0323
1328.00,0.0321
1327.00,0.0320
1326.00,0.0318
1325.00,0.0316
1324.00,0.0315
1323.00,0.0314
1322.00,0.0313
1321.00,0.0312
1320.00,0.0311
1319.00,0.0310
1318.00,0.0310
1317.00,0.0310
1316.00,0.0310
1315.00,0.0310
1314.00,0.0309
1313.00,0.0309
1312.00,0.0309
1311.00,0.0309
1310.00,0.0309
1309.00,0.0308
1308.00,0.0308
1307.00,0.0307
1306.00,0.0306
1305.00,0.0305
1304.00,0.0304
1303.00,0.0303
1302.00,0.0302
1301.00,0.0301
1300.00,0.0300
1299.00,0.0300
1298.00,0.0299
1297.00,0.0298
1296.00,0.0297
1295.00,0.0297
1294.00,0.0296
1293.00,0.0296
1292.00,0.0296
1291.00,0.0296
1290.00,0.0296
1289.00,0.0296
1288.00,0.0297
1287.00,0.0297
1286.00,0.0298
1285.00,0.0299
1284.00,0.0300
1283.00,0.0301
1282.00,0.0302
1281.00,0.0303
1280.00,0.0304
1279.00,0.0306
1278.00,0.0308
1277.00,0.0310
1276.00,0.0312
1275.00,0.0314
1274.00,0.0317
1273.00,0.0319
1272.00,0.0322
1271.00,0.0324
1270.00,0.0326
1269.00,0.0329
1268.00,0.0331
1267.00,0.0333
1266.00,0.0336
1265.00,0.0338
1264.00,0.0341
1263.00,0.0343
1262.00,0.0345
1261.00,0.0348
1260.00,0.0350
1259.00,0.0353
1258.00,0.0355
1257.00,0.0358
1256.00,0.0361
1255.00,0.0364
1254.00,0.0367
1253.00,0.0370
1252.00,0.0373
1251.00,0.0377
1250.00,0.0381
1249.00,0.0386
1248.00,0.0392
1247.00,0.0399
1246.00,0.0405
1245.00,0.0410
1244.00,0.0416
1243.00,0.0421
1242.00,0.0427
1241.00,0.0432
1240.00,0.0435
1239.00,0.0438
1238.00,0.0440
1237.00,0.0442
1236.00,0.0444
1235.00,0.0445
1234.00,0.0446
1233.00,0.0446
1232.00,0.0447
1231.00,0.0448
1230.00,0.0449
1229.00,0.0450
1228.00,0.0451
1227.00,0.0453
1226.00,0.0455
1225.00,0.0457
1224.00,0.0459
1223.00,0.0461
1222.00,0.0462
1221.00,0.0463
1220.00,0.0463
1219.00,0.0462
1218.00,0.0459
1217.00,0.0456
1216.00,0.0451
1215.00,0.0445
1214.00,0.0438
1213.00,0.0431
1212.00,0.0424
1211.00,0.0416
1210.00,0.0408
1209.00,0.0401
1208.00,0.0393
1207.00,0.0386
1206.00,0.0379
1205.00,0.0373
1204.00,0.0367
1203.00,0.0361
1202.00,0.0355
1201.00,0.0349
